review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
297851a8a2a2b784b9bcadac512ecc99,2f79cd5d683bb9ec2efa2f436a05bc46,5,,Recebi o produto antes do prazo de entrega e em perfeitas condições. ,2018-04-24 00:00:00,2018-04-24 21:22:55
ef2ae354ddc887baeb9f400ac05f260f,00bdebefeb760588a3425fad9dfed3d9,5,,,2018-03-15 00:00:00,2018-03-16 13:13:19
1a6210951d47ea8df2b638a86e8cb662,ecd6c4b673e81e3ba899f65b2135ce70,5,,sem comentarios lannister uma das melhores lojas da internet,2017-08-26 00:00:00,2017-08-30 01:12:47
344872ed2060e50fad79795b9f2bba9b,aad1f17a009853a69d204e2c5e58a11c,5,Otimo,Otimo,2018-04-28 00:00:00,2018-05-01 02:18:13
3866408599a9dec6a8b24370fbc9c98d,29a5e96ed1133228a266d52f12bcba32,5,,,2017-09-15 00:00:00,2017-09-23 20:44:28
fccb4d15aa534f8c4afe0f77f8f25629,7a19a03fa5f748e858559ddde2408f4d,5,,,2017-09-23 00:00:00,2017-09-23 18:32:24
a1721ddf023856136fe88060f37c3f0e,ca8862808b07015785a10db067bb138b,2,,,2018-03-11 00:00:00,2018-03-11 21:00:11
b57d7ab8c266fd1a8a4be3e07c410633,aa3babada56030c2ad79976c60d51e79,5,Super recomendo,"Excelente serviço! Recomendo!
",2018-06-08 00:00:00,2018-06-14 20:31:56
2b77305b6ad3a4e1441edd1ce92a7092,912806f58b85a8b3b9a57757227c9a36,1,,"Até momento, não recebi informações de produto.
",2018-01-24 00:00:00,2018-01-24 21:27:50
7cf91d37c4b71dcb2fcd2c8e93ec6a53,63bb3cc42964994be6481295c706c8f4,5,,,2017-12-22 00:00:00,2017-12-22 20:11:55
fd173102a696ddc1fa90fd738ec7b5bf,3c13a632eab1c856909bc8733878cf8f,4,,,2018-06-26 00:00:00,2018-06-27 21:58:51
7fb55cf4e12cdf1c196908443a867d44,453c644fedbe45275213438c93f3d0ce,5,,,2017-09-12 00:00:00,2017-09-13 14:45:42
38a3033c2b361c31d91d04d30073354e,74f9ee0e66467cc93728042775469e4e,5,,,2017-12-31 00:00:00,2018-01-02 09:17:42
59f32497d2653db9469411b48d4a62c3,99e1d586758dee362e01030739d3d87a,4,,,2018-04-11 00:00:00,2018-04-19 16:44:48
40bb722a8b4a84fae3d5d45dfe0fa631,81dec63f48ee4e24401d392921393ab3,5,,,2017-12-16 00:00:00,2017-12-18 11:23:11
ccf8cb02ddcb90621b138b839a7a131a,a15cd71dd4db516dde35ccc4ca07c3e3,4,,,2017-07-27 00:00:00,2017-07-30 17:10:31
dcf4db11d7d71563687e32adafa99632,f47e4063d6bc1a7b8ae44e93faa70fc1,5,,,2017-09-22 00:00:00,2017-09-23 10:19:15
3d2eb84738ec67cee204e322b2294ab5,17dd29c2a9196baed66fc07147b4d819,1,,"Quero cancelar esta compra, pois já passou do prazo.",2018-03-21 00:00:00,2018-03-21 14:35:43
01537f6340f89ed116e46b4a4f88204f,3e940e5beb328b427d180e7e8165bafb,5,,"Produto de boa qualidade, loja cumpriu o prazo.. recomendo ",2018-04-10 00:00:00,2018-04-10 21:48:50
966f6cfaa586d5f69bd81911ea671d5e,88bfffb703ac4ca796838e203eb033b2,1,,todos os outros produtos foram entregues no prazo. Porém esse está em atraso e tenho evento no dia 25/04 e estou contando com o material,2018-04-18 00:00:00,2018-04-18 12:32:36
4c6fecfa493344fa59d27a8cd78ee145,e7e4ea34d176d9efab560f0db16925fb,2,,,2017-12-19 00:00:00,2017-12-19 08:40:41
04323bc37f851b35eacd18ae256bf98c,5207664bb97d53e5e9cdfd0163380e2f,1,,O teclado não foi entregue ainda ,2017-04-20 00:00:00,2017-04-20 23:36:41
e5571c711e60f385819dbe777d237655,aeefcf3435f9cc6db2c0b8019f17ca7f,5,,,2018-03-28 00:00:00,2018-04-03 13:35:02
705cae4a8ed5d74f53ec38e3ea115c17,c4ae7b6961af19604f1a9d8313f5a4c0,5,,,2018-07-21 00:00:00,2018-07-24 00:51:53
64e01e15c2c49480f8b7114db0b9f6ab,59edcce6e0c1bcbf94a3c4bc23950e6b,4,,,2017-08-25 00:00:00,2017-08-27 16:49:40
6666d0fe60543025207c2b0abd2f8b71,61845fa79785f181ff99f39e39f40740,5,,,2017-11-09 00:00:00,2017-11-12 00:01:42
3d1ed46f81b19ff0f048c66d5dfc07f0,334decd7ef04da2ca241d7d049383f5c,4,,"Chegou no prazo, mercadoria muito boa...",2017-06-09 00:00:00,2017-06-11 00:12:42
a2d9740e18772ccdb88bb06cb82f13c2,03ad48120321b06697272dfa53deff2b,5,,,2018-08-31 00:00:00,2018-08-31 13:39:36
c8cbb7509c516719ed41a11bf31d757f,7a56ded9b696cca5e892f56f49b1921a,5,,Houve problema com a entrega dos correios não entregou para a pessoa na agência mesmo com o código de rastreio e documento. Informaram que o produto não estava na unidade. ,2018-03-04 00:00:00,2018-03-05 14:00:06
21e4ce44a6330ab828670c0c96f39b16,98d069c561ebb323c7a43ec817b36dd4,5,,Nossa muito bom recebi antes do prazo de entrega adorei bem bonitas as bolsas recomendo ,2017-11-27 00:00:00,2017-11-27 21:14:21
ae8d63d11885edf8dd5ba9c6a1d71da5,8dc1f8d01bc05e44097bac9d9b2f0361,5,,Produto lindo! A entrega veio com 14 dias de antecedência...super recomendo! ,2017-04-05 00:00:00,2017-04-06 13:01:27
7582aadda31581b1033e2df9b420eef5,3e59aa9edece49294543e724d5a16f5f,5,,,2018-08-22 00:00:00,2018-08-23 09:34:37
306898f65876037a9856a06141df2f1b,edd0bd859f89d144f0d026c2e732ccd5,5,Bom ,,2018-04-26 00:00:00,2018-04-27 02:05:23
ed50e2b4f052ff24cec8d6d4c050a5fc,a1165481ec8e2c96688233954c7cfb7b,1,,"Disseram q foi entregue sem sucesso sendo q no dia ninguem tinha saído de casa, eu tive q abrir uma reclamação não loja para o produto ser reenviado.",2017-12-21 00:00:00,2017-12-23 11:15:28
b82140b507a274935cacd94152d2d414,ae60b17185a7a0d74929448e21803329,4,,Chegou antes do prazo previsto. Estou muito satisfeita.,2017-11-23 00:00:00,2017-11-24 11:37:22
1d1fdebc40a3b63e20019af0a10b9e90,a1431d521cd6c63636bd85cdad970498,4,,,2017-02-22 00:00:00,2017-02-25 22:08:15
343577cc36813bd626246a279817c211,d69bbac5aea344d3802887ca05fbf283,5,,,2018-02-20 00:00:00,2018-02-20 23:57:32
53c6ae514fe13658d233ff5009597283,931ca162115da049cd8d7872b3667163,4,,,2018-08-31 00:00:00,2018-09-03 01:14:59
c7c6e8c995ad139d9375b722ff962681,c8b785ff006155b23afd689ffdf7975e,5,ok,produto bom recomendo,2018-05-31 00:00:00,2018-06-01 09:24:54
e13968dc6b6a0cec450f744805187f5d,b1b0b7314cdf43b80c205664d0199dcb,5,,,2017-12-15 00:00:00,2017-12-18 17:33:39
a1b384c4f6f6d393781bc3cea2199c0e,e92035da9ee39562f39f5ac1b0ddf3a1,5,,,2018-04-26 00:00:00,2018-04-26 23:29:26
2fc12d177cbced57004337d2b159cd13,cf824bfb7be97ddda09945f306ce0efb,5,,,2017-08-16 00:00:00,2017-08-16 23:27:12
ec5dba0a09afe05ed9d869613810ddfb,781f0600f5db24d6986577216c1dda05,5,,Mto boa,2017-12-14 00:00:00,2017-12-14 23:50:57
1bf084512b68afa26698692cccc3a4d8,97988325770d5df4030d82fb4580a684,5,,,2018-02-17 00:00:00,2018-02-18 11:17:53
e40402adeb38df8487f8de4bad91cf26,be8b6bb87fabe5bece6e7a3ecc1f1f8d,1,,,2018-04-21 00:00:00,2018-04-21 03:45:39
cef142075735408d5b248b8056baf232,9c3580e890d4e5c7a6f8ca754b9aff45,5,,,2018-08-15 00:00:00,2018-08-16 12:56:15
3175d4531e6d38805c0f48c41c61e5ff,7cf775f7ac856a4e689ffa4affa3a80d,4,,Relógio muito bom.,2017-10-10 00:00:00,2017-10-11 10:31:31
84762a8413d2e8afa028fc922c466bb8,71385d0c646fbc757cfd07df085986d7,1,,"Não recebi, tive que buscar no correio, por alegação de tentativa de entrega sem ninguém em casa, ma é mentira na data alegada tinha gente em casa sim. ",2017-11-25 00:00:00,2017-11-27 23:00:38
fff19821821d48e7477fef5a6d99c6cb,ed60d6a05819396ce59802cc9c78007a,5,,,2017-10-27 00:00:00,2017-10-30 13:30:20
45b074f36ecb0993450752f835a357db,7c825a36c67b324f9bb4107f03c5139d,5,,,2017-10-14 00:00:00,2017-10-16 10:38:04
853819599f18f41524b2dfdad56fdd7d,43eb55273f90173602132799e81d95e2,3,Bom,,2018-08-24 00:00:00,2018-08-28 13:19:47
e6af7accdd5ee548d1ee9d13ba0798f5,e257fe6c043babc3b737247f4f2a88c9,5,,,2017-12-19 00:00:00,2017-12-20 10:51:29
5b849eaf238a32c62cce7e5afcfda416,9a96cb87afd1a52ed560f0dba3de63ef,4,,,2018-06-06 00:00:00,2018-06-11 23:48:44
addb9327198996e73e45a0402f61b6f8,53e73aeaae3e1e18a47d623632bd11c8,3,,OK,2018-02-28 00:00:00,2018-03-02 00:56:00
d81252173691da815176c1ccd9217b49,a66a3c75736a9fa41b2e36a663a42c56,5,,,2018-06-28 00:00:00,2018-06-28 18:03:03
01cdbf5c9237ec70ad864a6403cabdc1,dbc94ce4ff22c2daba89640dacc43949,5,,,2018-05-03 00:00:00,2018-05-06 00:13:26
7c0017fab0bee825e185e8f1f619b6e0,1104851f6f6ff9451fdd8e8b980e18bd,5,,,2018-04-17 00:00:00,2018-04-18 10:20:23
b625a9bec7b4bea9eb8df3392247eed3,e893f8f38397c526df32b5b1add8fda5,5,Relógio Casio,Tudo conforme a compra realizada.,2018-05-17 00:00:00,2018-05-20 23:12:40
b609c6f49882d374c0ac3c90ab2ff3d9,5f134bb3f194debb9b0fe39ca07f2b41,4,,,2017-11-02 00:00:00,2017-11-02 20:34:53
db0bc06d9ab9df16b75a1ea07bb63c77,dbbe1b2ff4094c09c4a05b045b71e81b,5,,,2018-08-10 00:00:00,2018-08-12 20:31:31
78c562ff2340f97db03c54ce669ad255,01d80471e02a3ba49c8e1d0abc2c1a64,5,,,2017-05-17 00:00:00,2017-05-18 01:10:17
3311a20995d9f17e305b7f4c4a667a8f,4211e9c52967c6118ba50e4efde875a5,5,,,2018-02-02 00:00:00,2018-02-03 08:22:41
e06839215f5aba54329d6b0d44dce060,0c7f49fc339a1aa66222dc4af4eeafd7,5,,Eu esperava q o produto fosse um pouco melhor.,2017-07-18 00:00:00,2017-07-18 15:44:38
462305393581bbb206458b4591950ce9,d6f9e75b25f4d86db87bf9c7e6d14a4b,1,,Péssimo serviço ,2017-07-27 00:00:00,2017-07-27 13:40:45
36745eb9a4f4c73bf3b3d96259d11296,b41697d4dc1b083c1d853b7677453fc5,5,,,2018-03-17 00:00:00,2018-03-17 10:59:58
c35f133e7ff47c10f897c56fee85aef1,4319e802aaabad931ad3a44bd949720d,4,,,2017-12-09 00:00:00,2017-12-10 21:35:26
b26ee2fb0508f33300e01148962f812e,0c8813b39ba09cc6fadb5ce2c80671fb,4,,,2018-04-18 00:00:00,2018-04-18 22:44:44
7b8c7fb7d35f97a22cfa2bfc5f770353,f7ba0ab952e0165fed5ffae1ffff6627,5,Tudo certo,Recomendo.,2018-05-04 00:00:00,2018-05-04 21:18:08
84d7ae0916a62ba0ece6c859d0db4040,6cdb9b31878fbe99cbad7cde30306101,5,,Acredito q seja bom . gosto muito de genacol . já tomava os comprimidos ,2017-04-19 00:00:00,2017-04-19 22:08:39
8bc9fb295d745a41d21ce576d5cd3a9a,d61e579dc82353a7160f9fc870376460,5,recomendo,produto entregue dentro do prazo e de acordo com o escolhido.,2018-08-17 00:00:00,2018-08-24 00:07:16
9161d2fcfa21ecbd43e1ad1a0c2caed6,bed5dfd1b6d819c52dbcf83071564974,4,,,2017-12-21 00:00:00,2017-12-22 00:14:05
9249dbcae1db6ede3dcbe41e17e54967,2fbb05b3ee700e1897b9fa501e416005,5,,Produto entregue dentro do prazo . Gostei muito.,2016-10-26 00:00:00,2016-10-27 12:55:27
e3af8a75276702c19d1ac8d157630439,c9a4157fc325f9df022d812f02226d85,2,falta de contato de tel,não consigo nunca falar com as lojas lannister,2018-06-08 00:00:00,2018-06-10 14:44:44
682869a4afdd34b2dd01787c41c37317,ea2f3998dc7f04567c3addb938e148f2,3,Capinha Simples ,"Película boa material, parace se boa qualidade, vou testar se for boa mesmo vou mudar minha opinião, Mais boa pra quem proteger seu dispositivo.",2018-07-11 00:00:00,2018-07-12 01:03:45
e4424e2f6c43bde9b861e9b8fe85df1f,429c8e72bb984330b65c6050435242d1,4,,,2018-04-19 00:00:00,2018-04-22 11:06:53
d8b393d142adc22e494148b8d0c87c74,f83d61ff63b249ebaf932dc3e7e2532a,4,super recomendado,muito bom ....,2018-06-29 00:00:00,2018-06-29 21:34:20
7507e00c35fde554593a2bfb78186b68,1a0ce44b1b78ab7a0abb0bdf7062b2c4,5,,,2018-05-04 00:00:00,2018-05-05 18:27:01
f7d0063a8e806c6d0617f9adda36fe23,a8f8f03d4c94b67001e0f1e242ec1679,4,,,2017-11-02 00:00:00,2017-11-02 21:12:07
4d37fcc55e6076a3aaa98889c02cb797,51e8e9b5d80b938a3268cdffe95a59dc,4,,,2018-04-04 00:00:00,2018-04-04 22:31:47
103d5f7d6a3cfaf7419756bbd65e11b3,a9047d80280890b3b79607250042dc95,1,,"Caixa amassada e rasgada, e ainda não entregaram na minha residência, a encomenda foi enviada para que a retirada fosse pessoal nos correios.",2017-07-01 00:00:00,2017-07-01 20:41:43
87fb6d43599d7f865746d157c3566cd3,e14ffd08eda953986d92a6cf45978ad3,5,,,2018-05-24 00:00:00,2018-05-24 18:58:29
fbbea8d61e03a66ac97a97439b63ba44,b170989c8ac091e327b7ce5b07e72f4d,4,,Site confiável,2017-12-29 00:00:00,2017-12-31 19:30:58
abb8545448d7bbbe1b3c8673f01e4ac6,609fffa13438b14471bd24446e84bf3d,5,,,2018-02-09 00:00:00,2018-02-12 00:01:38
501ce197fff201bdd68f2d02a7f4e50d,d302e003dde44567f42e14c42b2c48be,4,,,2018-01-24 00:00:00,2018-01-26 21:50:45
70001fa6cf08ea62d4a86a545741d562,3e2c9148e8b9cca0ec6d480ee316ecb8,3,,,2018-04-07 00:00:00,2018-04-11 11:14:34
2ffdc44654d2d822a859f4ae2bc78bed,3ecf2d4b66263a92193724b7c6952574,5,,PODERIA TER CHEGADO ANTES !!!,2017-06-29 00:00:00,2017-06-30 12:45:23
9880fb660018c77ef8076e558eeb49a0,e3ad77f2683cf57ced740ece64eea3b7,2,,,2017-08-06 00:00:00,2017-08-09 00:31:37
d2535ca000fa8b36897c83c24b148d16,e75d059453904de3d7f754515669b3e7,5,,,2018-03-27 00:00:00,2018-03-28 11:41:41
937804d7a75c25090020af23e32afe48,a4fa719430167664811c30680941ec40,5,,,2018-08-17 00:00:00,2018-08-19 23:17:40
a4b471528fd2dd31764b0cf7c8fffcc7,3c55e82098814e81a8a9314b9ebd0be4,4,,,2018-06-09 00:00:00,2018-06-15 01:34:05
15107ce1cc8b3221d5d9349547e10a6d,990808a8b1de28a17bec1b873a99bb89,5,,"Adorei esse cubo mágico, fácil manuseio e tamanho ideal. Acho que irei comprar agora o 3x3.",2018-02-23 00:00:00,2018-02-27 18:10:45
a680a3d25f6ed03cb95ee27381b9226a,ded23d37cdcc25b37b4473b7be770cb2,5,Excelente,Adorei,2018-08-08 00:00:00,2018-08-08 15:44:45
e4b8cfadbce878e8a8c10e53305c6903,4e6f08ecede05da4c4e9c73557db14db,4,,,2018-01-26 00:00:00,2018-01-27 00:46:57
e6498e59c9dcdeca29fd8a3f77a49fe5,c8584f2a0bdbf0ac38e859a8f7744039,5,,"Excelente empresa produto entregue corretamente e antes do prazo estabelecido. 
Parabéns pela pontualidade. ",2017-09-06 00:00:00,2017-09-08 15:26:08
c7c22e8cbe8a1fe50c2ff930d1bbf89a,38bec8cea5e040be0ab60e3415a27572,4,,,2018-07-03 00:00:00,2018-07-05 12:44:31
b7a1de28d1001f594fc6a0c05d5018f3,008c3a655c66f4d92370d0d422732f69,4,,,2018-03-10 00:00:00,2018-03-11 15:42:42
4b18ec50ae4017f44f9ebaf6c669bd30,a06cb1b486cee3a35945a90947663f50,5,,,2018-06-07 00:00:00,2018-06-09 22:47:02
e6ac16e46670515369ec6cce613ca3f4,d7ebfa9a59497087b6f2383f00689fcf,5,,,2017-11-15 00:00:00,2017-11-16 13:39:02
4c36d261a36a98c4b322f635c4c370d1,7fbcbe13cc35fceecf99aa3e64d9dea1,1,Produto não entregue,Faz um mês que comprei o produto e o mesmo não foi entregue. Mesmo depois de uma semana após o prazo da entrega.,2018-07-21 00:00:00,2018-07-25 11:20:13
f1b307add820c0166cf932a11702cbc5,53fa1584e9fc3d9b50f19da601874fd5,4,,,2017-09-17 00:00:00,2017-09-19 12:57:02
ef411a4108bca08e8baa4d2283b55945,966f85d6e1a0628e2093a3d24b53805b,5,,"demorou um pouco por causa da greve dos correios acho eu, mais eu recomendaria essa loja sim.",2017-05-10 00:00:00,2017-05-11 10:51:22
dddf7d8e7e2cbec5ea2e5fb6e89950d8,46bdbe48b6f5daa3dcc38e41599d0403,4,,,2018-02-24 00:00:00,2018-02-24 21:41:39
a15cb3518fa4fbd2590fca782f2abe14,cb161f108a2062a82651fe528b39ffa7,5,,,2017-04-18 00:00:00,2017-04-19 16:47:49
f8a6fbcbdb97c985d345046b4c9ad1cb,8b4a1a6f0e8e8695feba49f260195ee8,5,,,2018-03-03 00:00:00,2018-03-03 07:20:18
94616f474f0cb32ea4bdbfc6fb0b0705,d00c0296f63ccdcf9062c425887095e6,5,Moedor de café ,Tudo normal. De acordo com o contratado. ,2018-08-08 00:00:00,2018-08-08 20:09:11
da3a844b69fba6ccd0773ed20cd0c149,5f896884b074055bd2e53b9f46fd3d42,5,,,2018-04-22 00:00:00,2018-04-24 13:12:27
c405ade205e4b7d08ee245d2939eab9a,a6b58794fd2ba533359a76c08df576e3,4,,,2018-05-20 00:00:00,2018-05-21 12:10:08
4cc2020f78c67797ea36fa2e0870ce6f,de94ca254bf9b37529386b685e498cdb,5,,"Entrega super rápida.
Produtos como queria😍",2018-06-22 00:00:00,2018-06-25 02:55:15
63b5472db30a6baeccdd4086129ff63b,937bb835b909258e3fd32898753b0cad,4,,"Infelizmente a pessoa que fez a entrega,muito mal educado. ",2018-05-03 00:00:00,2018-05-03 23:48:12
605de4a3b15729ab8c615c40d74eb194,b3a63aeb668343cbf7b37e72abb932f3,5,,,2017-09-15 00:00:00,2017-09-18 18:16:10
d459bd0019683560673684774a10a912,e4f9f2ec9d36b1dd79294049aa6076c4,5,,,2018-04-12 00:00:00,2018-04-12 22:54:55
ca8f878b4bd938be546071cdd76044c4,f4fdb235ce7c1f7d3eb1b2fdd3a4f610,5,,,2017-11-08 00:00:00,2017-11-08 22:47:19
8a61dd6328aaaf955d36c50ef9038ddd,459753b1d2402ab3f8eab4f908129043,5,,,2017-12-13 00:00:00,2017-12-14 02:04:43
a8f9907f50cdf2d978144644618eb119,fa3564e25054d8ea0e296c7b00233d39,5,,,2018-01-31 00:00:00,2018-02-04 14:47:06
19c0b24090d2c80f10ec9b5953764a5a,c50e269f3f05dc460ee457106f787b7f,5,,,2018-01-04 00:00:00,2018-01-08 09:46:45
7ea2f3375d8288b002992920596e02fb,d59dab0bce1cd6bf2c2252459973397a,5,super recomendo,,2018-07-11 00:00:00,2018-07-11 17:39:19
ea4b6fffceb78df2ee35e458bfbac45d,e8aed7e2732f05f26379ccfdd493be62,5,,,2018-03-30 00:00:00,2018-04-10 18:47:00
f31c3f62ba33afd0bd24f0dc89f889d9,91d9b7669f0960199e5d2e42a11b6b1d,5,Ótimo!!,"Achei ótimo me entregaram dentro do prazo, mas o prazo pode ser menos em outros sites entrega com menos de 7 dias.",2018-05-01 00:00:00,2018-05-02 12:37:02
c7f428807d8a7f93fab6970908c28879,3ed46d0aeda8a091370db112656e55cc,5,,,2018-08-21 00:00:00,2018-08-21 23:13:38
01e916e85a2e7219a8d28ae22e4b3584,83e34d8a4210318b0fd15ce71350db6d,5,,,2017-11-01 00:00:00,2017-11-02 00:25:24
0b595f3e4bf0e06ebbdafd2320330d71,91fedd9854d3837c210542a3d86ddf26,5,,,2018-05-22 00:00:00,2018-05-23 12:25:56
502c36f56069796a9dd3ec4b29a3f96a,4ff30df8edae6cbf204b92a93c0b5e0e,1,,o cabo não funcionou em nenhum dos meus dispositivos mesmo confirmando a compatibilidae,2018-04-04 00:00:00,2018-04-05 03:40:22
8f2ccbac821df642f6183e38bfe1eabc,ee1e5461125181b29a98058b3e16d26a,5,,,2017-10-03 00:00:00,2017-10-05 22:33:24
ed73399a56a5d51f747a532f2178b28a,c713f1fadf9be09f8f37e21eddce6a3f,5,,,2018-08-25 00:00:00,2018-08-25 17:55:52
9a514d33dca7fc5220b041297ac44d2b,026a69b8c98fbfc61de9050c41f1dd95,4,,Muito bom produto entregue antes do prazo e funciona muito bem,2018-03-12 00:00:00,2018-03-12 22:11:30
b02a133493de7b0c283f1fbb8688a4ae,a3870b955884ebd4ac62ddb02b2ff255,1,,"demora muito para entrega do produto. 
Ja comprei outras coisas no site e tudo ja veio mais a comprar dessa vez mais de mes.",2018-07-26 00:00:00,2018-08-07 18:57:43
fb37a1f6f9d72bbd4706ad9332813af7,6f4f578dc1619bddcbc6c56c9502eb74,1,,"Rastreamento: PP 272 681 476 BR
Ainda não chegou na unidade do Correios, em Porto Alegre.",2018-02-18 00:00:00,2018-02-21 16:09:01
d6a5ec076e4c05013876308faf6cdc8b,a3b14686446d3401d67a3421891c34a3,1,,"Total falta de respeito com o consumidor. Além de não realizar a entrega que tinha um prazo enorme, ao longo do período, pedi mais detalhes do status para acompanhar o processo e nunca ligaram.",2018-03-23 00:00:00,2018-03-23 11:08:53
70678fb29fe6b6dbfc67a1ef9ce3e81c,62d9ca533d6de05e39164160d128e37c,4,,Recebi o produto dentro do prazo.,2018-02-28 00:00:00,2018-02-28 09:53:49
8cee1986b6061ae43d92ce878e578623,e3e81ec82803ad01f1d0569485ea0b75,5,,"Parabéns as Lojas lannister . Sempre com bons produtos,ótimo atendimento e entrega rápida",2018-03-03 00:00:00,2018-03-06 01:24:40
d6eb60f70d760fe0ea8b7326d24a9aea,99dc6d9fbacb076c3843ffdc647b3c11,5,,,2018-07-06 00:00:00,2018-07-08 00:56:27
3e57704e2269f867af6a9009379c71fa,d48a999f0dd3cb2fdaf985d4f116e1ec,1,,Não chega no prazo e ainda não dão informações ,2018-04-07 00:00:00,2018-04-07 19:16:50
653d0a270a4d9bdefe658bc4ab60718e,8da6a6d44c21cc0512f5420c3d199733,4,,,2018-01-24 00:00:00,2018-01-24 22:33:39
695606d3fcf68d4735e85698b9344688,5a349f273f2b09f31ea9e761ae655586,1,,"Consumidor lesado, inadmissível uma empresa deste porte comercializar produtos piratas em sua página oficial. Relógio réplica da mais barata. Tomarei medidas cabíveis.",2018-01-13 00:00:00,2018-01-15 02:10:18
009e24bd86b93b700e4eb03f283ad4ba,587379acca182c8e157e4dc7c8923131,5,,,2017-09-03 00:00:00,2017-09-05 20:25:47
5089f788603e653f6d16e8950ee78ce0,5ad4c42b55f95ad02ba670fecbcd0540,5,,,2017-12-02 00:00:00,2017-12-06 01:54:29
73d2d73f76f857a51993c67e9ac795a7,27dfe580597e36bfdb283184aa96a201,5,,,2017-07-01 00:00:00,2017-07-02 21:15:36
e38155b315f9a848d859b698e8de577e,c788aeedf593229d4ee84e790c2e5483,5,,"Muito bom, foi entregue antes do prazo e os produtos de alta qualidade.",2017-03-21 00:00:00,2017-03-25 02:19:36
9a686042d934f1cc395f79c0aec52e8f,867b142c274783a46707af07874ac568,5,,"Excelente loja.
",2017-04-07 00:00:00,2017-04-07 23:46:43
15e284f308e74adf1eb3d8f77c0b6fb8,7e2f2a5cbfc79c127c243f833663d416,4,,,2017-06-28 00:00:00,2017-06-29 12:52:59
51b6e462c5fe0d83fdc8b51b81eb7d95,b7bc29a25d146eb20f8f60d3bfa6996c,5,,,2017-05-18 00:00:00,2017-05-19 12:50:35
2cdc88fc0959912f61389b1a25dab40e,9269ba26ae05fd992bfd357dc3c52e53,5,,,2017-11-25 00:00:00,2017-11-27 15:18:17
a05844bd8a92feb386f0ee5db0167fea,6a6f6e316fbfc5524414489d06c8533c,5,,,2017-12-13 00:00:00,2017-12-14 01:26:00
7411d9369fc6ba19505f31c004d58215,04c5574dca3570ecdde1cf8527993017,1,,"Produto chegou antes da data marcada, mas a qualidade é ruim, impressão falhando. A impressora detetou que o cartucho já foi utilizado.",2018-04-04 00:00:00,2018-04-05 15:55:27
