seller_id,seller_zip_code_prefix,seller_city,seller_state
a06c8ff043abea0528ee44171e2140a2,35501,divinopolis,MG
6548c2550b6e2d8f18053216e1c7b6f3,9920,diadema,SP
9de4643a8dbde634fe55621059d92273,89225,joinville,SC
681fce914360217db47784ae28905a96,83709,araucaria,PR
5670f4db5b62c43d542e1b2d56b0cf7c,3694,sao paulo,SP
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP
bf3c6d2a28b2b5501e6c15448982dcc9,4180,sao paulo,SP
674207551483fec113276b67b0d871ff,18040,sorocaba,SP
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
3dbbce181edfaa4a597ec858c382d2ec,82515,curitiba,PR
e5def42655b7490edac5a56fe8e9e603,13900,amparo,SP
cfa5ab0e4d3fc212fd0b3410e7081c62,36500,uba,MG
aec99834ab5d38ead22766ada8497e87,83411,colombo,PR
6c9875b2f94ba781186f0c1aed8d1687,17380,brotas,SP
fbc14c0cf93505ef89f64665ffa4a7b5,14150,serrana,SP
d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,MG
7adbd3210a7b3cc2235e225eef33574d,2544,sao paulo,SP
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG
f9bbdd976532d50b7816d285a22bd01e,5319,sao paulo,SP
6562efe88ce0826a4ca4f189f03b4b84,87005,maringa,PR
2a6fbeaa7ab9e5d59a35841a8da71ce4,89259,jaragua do sul,SC
d23019c84ffae2d5ef2270367b8605fc,86073,londrina,PR
a353b1083c9863d756d9404695016d64,29150,cariacica,ES
e0a3c37054ade6478d923a6efc10f308,88340,camboriu,SC
33ac3e28642ab8bda860a2f693000e78,6717,cotia,SP
ba143b05f0110f0dc71ad71b4466ce92,2274,sao paulo,SP
db4350fd57ae30082dec7acbaacc17f9,3126,sao paulo,SP
cc419e0650a3c5ba77189a1882b7556a,9015,santo andre,SP
daf565f087a52def0fd5c5825b3661bc,88350,brusque,SC
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP
8fff28c4263ddec387f28d237fb42773,5594,sao paulo,SP
376d67b61dce0c990155286e7ae486a4,4815,sao paulo,SP
845e8036c3f7bf62099352f5ed910240,21041,rio de janeiro,RJ
d12c926d74ceff0a90a21184466ce161,2634,sao paulo,SP
c8cc60ffd415254af5d9b9f34f32c369,18053,sorocaba,SP
761681a821d8275bc79f552116d06869,17606,sao paulo,SP
ceaec5548eefc6e23e6607c5435102e7,3821,sao paulo,SP
165b1235e9e9942cb5fae67103576fb0,14020,ribeirao preto,SP
5b664594895aefb418afaee6d40a9a23,25750,petropolis,RJ
8de8fe3af4449ed695d2434c933ed73e,1215,sao paulo,SP
455f46ef09a9e45667e2981df84b5cc2,18052,sorocaba,SP
52a50b42accf164f9f019941e5759d9b,13820,monte alegre do sul,SP
b01c2b7b8599b325103ebcddc67413e1,95800,venancio aires,RS
c79151301b9d90985d1fa52879213105,87083,maringa,PR
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF
8a32e327fe2c1b3511609d81aaf9f042,2443,sao paulo,SP
09bad886111255c5b5030314fc7f1a4a,1022,sao paulo,SP
9140ef75cc8211c4035935e80e567204,87015,maringa,PR
e48cc16ab70bfa09e1401740dce0b3d7,16022,aracatuba,SP
a7dc4098e4da6e41b426269d12ae7e91,4386,sao paulo,SP
7a188843479798ca813108fa7b959286,4276,sao paulo,SP
4ce6e5f6c52515177e18c1c9361d8677,9895,sao bernardo do campo,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
984c273121e743dd14767befe6cb17f5,13474,americana,SP
1746c1ae87ac63d530c7c943d0ac42e2,6501,santana de parnaiba,SP
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
